@manan Hahaha don't worry Microsoft will giveaway WP7 devices to all attendees. :D	
The winner in the norwegian WP7 app contest is an app that displays content from Microsoft's dev site. WP7 main target group: identified.	
Microsoft Employee Who Tweeted About Unreleased Nokia Windows Phone Now an Ex-Employee	
Can't talk, playing with my new phone 7! #wp7 #gewonnen #loveyoumicrosoft!	
@bryngfors I can't comment in WP7 but judging by Microsofts software achievements I doubt it. Windows 7 is still a crappy OS IMO. IE anyone?	
"You dont need to be a computer scientist to use a Windows phone and you do to use an Android.."  -Steve Ballmer, CEO of Microsoft.	
Considering it's made by Microsoft, you would think Windows Phone 7 would have an internet browser that isn't completely useless.	
@nokia @microsoft @nokia_uk is tere any update on when we will be able to configure our MMS settings in our WP7 devices?	
I just posted my frustration with my HTC VERIZON TROPHY to the WINDOWS PHONE Facebook page. Microsoft is hiding under the covers too. UGHHH	
RT @spidergroupuk: New Blog Post: Windows Phone 7 Due To Have A ‘Huge' Update: Well it hasn't been long since Microsoft released th... h ...	
@MSWindowsPhone I saw that, do you know when Microsoft will update the table to show us an up to date view?	
@WinPhoneSupport Ok, well can there be a suggestion made to the microsoft team, for information just so were kept informed. Thanks :)	
@Microsoft Just so many ways to go about it and i just want to see the OS do better. There should be WP7 ads all over the internet	1
@baxiabhishek @MicrosoftIndia @ILWPin One of the major problem with  Indian Publishers for Windows Phone Apps, There is no change log.	
Amazing: Microsoft simulates WP7 in your iPhone Safari browser. Cool Safari tech demo too.	
@asymco Apple build the iPhone to replace regular phones. I think Microsoft is aiming for Windows Phone to replace Android phones.	
RT @techwatch: Gizmodo Alert: If You Were A Microsoft Exec, You'd Have A Lego Windows Phone 7 Right Now [Microsoft]: #N##TAB##TAB##TAB##TAB##TAB##TAB##TAB##TAB##TAB#... http: ...	
So if Microsoft is 'late to the game' with WP7, then your very next statement has to be "...because the world is ending next Friday."	
Some WP8 brainwashing with Microsoft at Starttaamo, Oulu.	
@VikramPendse Well, it is a good thing that Microsoft had fans like you.  WP7.5 and above look promising.  I might get the Omnia W.	
@shanselman Windows Phone and Skype. Too much Microsoft now. You should have balanced it with Android and iPhone ;) #YouCannotWin	1
Windows Phone better than Android, ex-Microsoft employee says: Charlie Kindel believes Windows Phone 7 is a better...	
I think Nokia and Microsoft took their algebra lessons a bit too seriously. Minus x Minus = Plus. #WishThemLuck #nokmsft #WP7	
I have to stick with my iPhone 4, happily, but I wish all the best for Windows Phone 7. Let's see if Microsoft wins this exciting battle!	
partner @AllottaB is back on board with Microsoft... Starting to plan the keynote address surrounding the release of Windows Phone 7	
@fuseblues @spazhammer *sprays tea all over monitor* WP7 is an excellent OS?! Has your account been hacked by Microsoft?	
@Carnage4Life imagine if Microsoft purchased DELL - where would that leave HP? I bet HTC & LG will take a hard look at Windows Phone now	
Maybe offer access to super cheap dev .devices? RT: @arstechnica Microsoft tries luring iOS devs as Windows Phone 7 dev interest falters.	
NOKIA LUMIA 900: Microsoft's Final Hope For Windows Phone Is Mediocre At Best [REVIEW] (NOK, MSFT, T)	
Maybe if I tweet it enough Microsoft will give me a free @windowsphone because we're tired of android :) #wp7 #smokedbywindowsphone	
Later in 2010 Microsoft will make a public beta available of a tool that allows Windows Phone 7 to sync select content with Mac computers	
RT @arturot: RT @JustinAngel: W00t! @ogitrev just announced the Microsoft Silverlight Media Framework will be available for Windows Phone 7.	
@jowyang re: @Microsoft gives influencers free phones > 'Windows Phone 3rd most attractive for development' (@IDC). Big runway to top. TBD!	
#Win8 is all cool and dandy. But Microsoft, where is my #Mango? #wp7	
@MSWindows thanks microsoft. You guys rock. And you know it. Cnt wait to get my hands on the windows phone. Damn contracts.	
@Microsoft_Xbox inside @windowsphone. one word - crazy #wp7	
Goodies from Microsoft - 10 Windows Phone Tees and 10 My Safe PC CD's :P	
RT @tomiahonen: Nokia profit warning ! What it means, why it is worse, why #Microsoft #Windows Phone #Lumia strategy wont save #Nokia ht ...	
RT I'll second that. Microsoft should take that giant Windows Phone on a road trip. Would look great in Trafalgar Square.	1
Windows Phone: Microsoft's second act. bizjournals.com/atlanta/blog/a... #HTCTitan	
RT @jacob_wang: Hardcore! RT @stevecla wanna see a glass Windows Phone? step inside the Microsoft model shop with @joshuatopolsky http:/ ...	
RT @danmccall Really surprised to see how many things @microsoft has done RIGHT with #WindowsPhone7 #wp7	
Anyone got invite to the Microsoft Windows Phone 7 launch next week?	
If Windows phone is as insecure as other Microsoft products, then I will gladly live with #droidrage.	
Microsoft and Nokia have done it! All Nokia smartphones will run Windows Phone OS... Its on baby! Congrats.	
#Microsoft still hasn't issued a single update for Windows Phone 7 software. #technews	
RT @aardling: Knap gedaan van Microsoft. "Microsoft enables Android and iOS users to experience Windows Phone 7... via the web" http://t ...	
@arebee "Nokia's new deal with Microsoft gives Nokia nearly unlimited freedom to customize Microsoft's Windows Phone smartphone software. "	
RT @sunnychl: All Nokia and Microsoft need now is Bruce Wayne using a Nokia Windows Phone (Lumia 900?) in 'The Dark Knight Rises'.	1
Ripping AdMob out of all of my #wp7 apps and replacing them with PubCenter now that Microsoft recognized Canada.	
hrmmm... #wp7 #mango settings > applications > search > "Allow Microsoft to store and use images from vision searches"... uhh turn that off.	
I am looking at #wp7 with wonder.Dunno what @Microsoft is upto.Hope they are looking at a stable platform	
@BillGates I need messenger for windows phone 7 made by microsoft	1
GreatDaneInteractive is now a Microsoft #BizSpark startup. Watch for LogRoller, our first app for #WP7, #iOS, & #Android mobiles in Q1 2011.	
KEYNOTE: Microsoft to add copy & paste functionality to the Windows Phone 7 OS. Also adding devices to Verizon and Sprint networks in Q1.	
It is really sad how much the interwebs blogosphere would like #wp7 #microsoft #kinect #fail. Use fruit tech and forget competition they say	
Windows Phone is a mobile operating system targeting smart phones introduced by Microsoft. #WPMania #MSPEgypt	
Microsoft Paid Nokia $250 Million To Switch To Windows Phone, And That's Only The First Payment (NOK, MSFT)	
Microsoft job opening hints at forthcoming backup / restore features for Windows Phone	
Microsoft and Nokia to team up. Failing company + failing company = shit Windows Phone 7 products on the way!	
@MicrosoftStore if you guys should ever Come up w/ a windows phone with actual physical keyboard ala Blackberry, I'll give it consideration	1
@mobireview Droid all the way! WP7 is a joke! Microsoft should just hang up their boots or go back to business devices only!	1
Does this include Buy1,Get1Free also?RT @hilzfuld:RT @TechCrunch:Microsoft: 1.5Million WindowsPhone7 Handsets Sold In First Six Weeks...	
Microsoft announces beta of Skype for Windows Phone 7 at Nokia Press Conference, MWC 2012.	
RT @alenoir: Microsoft examining "phantom" data use in Windows Phone 7: Microsoft is trying to find out what's behind Windows... http:// ...	
RT @developpeurs: Save the date : Le 8 novembre nous organisons un Windows Phone Design Day au Campus Microsoft, plus d'infos à... http: ...	
RT @msigeek: Just followed quite a few Microsoft Evangelists across continents. Eager to hear a lot around IE9, Windows Phone 7 and of-c ...	
So NokiA and Microsoft may have a deal. Is it necessary dat it has to be regarding wp7 on Nokia? They may want to join Meego development	
@PmPuro Thanks Panu for great #WP7 training in #Demola #Nokia #Microsoft	
News of a Windows Mobile phone today, yes they still exist at least until Microsoft pushes out Windows Phone 7. Apparently Motorola ha...	
'Microsoft, Defying Image, Has a Design Gem in Windows Phone' Agreed.	
This is just speaking from experience, i've owned a windows phone and an iPhone. Xbox/Nintendo/Playstation. . microsoft is always last 2 me.	
@microsoft get your shit together. Windows phone could be great but after a week with it I'm infuriated and looking to get my iPhone 4S back	
@Blackfish I like the new Microsoft I guess, not the old legacy stuff like Windows. Xbox = multimediaWP7 = PhoneWindows 8: PC? Tablet?	
Just received an LG-E900 Windows Phone 7.5 from @fitc #wpdev workshop! Thanks @Mandy_Kaur @atleyhunter @microsoftcanada /cc @plaberge	
seems lots of people think we are something to do with Microsoft on here, errr nope, actual windows you look through!. #wp7	
RT @4JIT: RT @GuamGuy RT @Hoista No WP7 numbers released by Microsoft. Which probably means they were too bad to report.	
So when are all the Microsoft/ Windows Phone haters going to find a negative for a free 25gig of online storage ???	
3. #Microsoft (too easy but O well) suggestng ppl wnt Win 7 on tablets & not utilizing yr WP7 UI that ppl actually lk (seriously delusional)	
Truly want to like and possibly buy a Windows Phone, but Microsoft's ineptness as shown by @thurrott makes me think twice.	
RT @interobsharus: Microsoft Give Out Windows Phone 7 Devices To Their 89,000 Employees #windows #microsoft #hardware...	
CHANGES: Microsoft updates the way it talks about Windows Phone updates - or ... - the unwired	
Microsoft's Windows Phone Marketplace Affiliate Program ..coming ...	
Microsoft Tellme for Windows Phone seemed to slip under the radar after arrival of Siri. Works superbly on Nokia Lumia. Better in my opinion	
I love how Microsoft says "not to swap out the sd card" on WP7, and AT&T says "go for it, but do it before you boot it for the 1st time."	
Some great #wp7 apps on their way from #Pakistan; #microsoft #bizspark companies.. And some already on marketplace!	
Just received a package from Microsoft . . . its the Windows Phone shirt I've always wanted . . . sweetness!!!	
It's been almost 8 months since I left Microsoft (doing Windows Phone stuff) and I only made my first Windows Phone App just now.	
Ouch again for MicroSoft. I don't see any mention of Windows Phone support on the roadmap... same as MicroStrategy (#SAP #MobileBI Webinar)	
RT @xbox_news: A better Xbox Live to help Microsoft Windows Phone 7 - GigaOm: MobileSyrup.com A better Xbox Live to help Microsoft... http ...	
RT @icurrencyplus: Microsoft looks forward: will require Windows Phone 7.5 to purchase apps, jettisons Zune desktop app purchasing http: ...	
RT @ms_webelux: Join the WindowsPhone7 Preview Night on Mon, 18:30 @ MS in Zaventem! Mail vijoris@microsoft.com to subscribe #wp7be	
@microsoft Windows Phone really needs to add more landscape support for QWERTY devices. thats the first thing people will notice missing	1
THATS IT!! my next phone upgrade will be to a Nokia Windows Phone 7! i saw Microsoft's MIX 2011 keynote & its some impressive shit!!	
#Microsoft's purchase of #Skype is a nice windfall for #eBay. Look for Skype  running on Windows Phone OS	
what are some good #wp7 add networks, I no of SOMA ads and Microsoft's own, but are there any others? #wp7dev #wp7adnetwork	
RT @csarlifilpo: #news #tech MICROSOFT TELLS WINPHO7 DEVS TO BUILD, CDMA CARRIERS TO WAIT: Microsoft free the Windows Phone 7... http:// ...	
Dear #Microsoft if you dont allow #WindowsPhone7 users to upgrade to #WindowsPhone8 you will undo ALL your hard work and good will #THINKM$	1
RT @siliconrepublic: Microsoft to reveal Windows Phone 7 on 11 October: Microsoft has confirmed it will launch Windows Phone 7 worldwid. ...	
RT @sohear: Never thought I'd like a Microsoft UI as much as I'm enjoying Windows Phone on this Nokia Lumia.	1
Porting a Microsoft Silverlight app for Windows Phone to a Metro style app using C++, C#, or Visual Basic is relatively easy to do.	
Getting questions from my colleagues about Windows Phone 7. Good sign for Microsoft. If only I had a demo phone!	
I'm impressed, @Microsoft did a really good job on the #XboxLIVE app for iOS. Kind of funny how much it looks like a #WP7 app though :)	
Just had a Windows Phone 7 evening with the Microsoft Student Community in Oslo. Hoping on some cool new apps from the creative students!	
Microsoft Press Event Windows Phone "Mango" Preview: ... extended Games Hub w/ avatar, messages/invitations, ...	
Loving life with WP7.  Microsoft's got it figured.  Well done.	
@thurrott #N#Yeah!! iCloud( "original" name) for WP7 done Microsoft-style!!	
@dgaust #Microsoft Sweden's head mobile honcho. But he's spreading false #wp7 info as per usual. It's Gb, not GB and ROM/RAM not storage/RAM	
@MichaelxHell what? It makes perfect sense! Don't you see? The CEO worked on Microsoft. On Office! You know... Office = WP7 on Nokia! #irony	
My #LG #Optimus7 #windowsphone worked like a dream as a wireless hotspot! Kudos to LG and #Microsoft! I need that on my #Nokia #Lumia plz!	1
So we are trying to create our business account for #wp7 but the payment ain't working and Microsoft support sends us a dead link! #wp7dev	
@MicrosoftPress Any plans to publish the Petzold book in a format that can be viewed on a Windows Phone 7 device?	
RT @dannoakes: Dear Microsoft Game Studios. Please can you make Fruit Ninja, currently on Windows Phone 7, for Xbox Kinect.  Thanks.	1
Apple earnings call..RIM, Google, Tablets, Android Phones..no Microsoft mention.  Let's see about that in a few weeks - Go Windows Phone 7	
WP7 #Mix11 Rumor: Microsoft will introduce a WP7 based Tablet, Mat and Wall. #IncreasingExpectationsToUnreasonableStandards	
Nokia-Microsoft hook up rumour is a crap I believe. #iThink #WP7	
Microsoft to accept Windows Phone Mango apps in August: If you weren't sure that the Mango update to Windows Phone was right around t...	
RT @pardel: Interesting #fact: Apple provides extensive help for iPhone users with a PC whilst Microsoft doesn't care about WP7 users wi ...	
MWC 2011: Nokia Explains Microsoft Partnership [Nokia CEO Stephen Elop Explains Nokia's Choice to Switch to Windows Phone; The Move to Wind	
Wozniak on Windows Phone: Microsoft Reincarnated Steve Jobs	
I.E each Android phone sold by HTC represents 5$ to Microsoft, each WP7 license represents 15$. HTC sold 30M Androids against 2M WP7.	
By 'I like Windows Phone 7', I meant 'I don't hate it like most Microsoft products'. It's all relative.	
So close to winning the Microsoft Beat a Windows Phone challenge.. Got a $25 gift card though. Going back to try to win it.	
#SchwabIMPACT  Microsoft Dynamics CRM Showcase Session in the expo hall today at noon. Stop by for a chance to win a Windows Phone.	
It's actually #Microsoft that have been innovative this year. Didn't think I'd say that. #WP7	
RT @BenThePCGuy: #smokedbywindowsphone rolls into San Diego.  Come see us at the Fashion Valley @MicrosoftStore from 1-7pm today!  http: ...	
Is there someone at Microsoft Australia responsible for #wp7? Who do we complain to about its poor treatment here by carriers?	
Goodbye Symbian. Hello WP7. I am a Microsoft techie guy. Just that, I am not feeling the vibe in WP7, compare to Android 2.2.1.	
Microsoft is on the edge of true greatness, but it needs developers to create truly great apps for both #Windows8 and #WP7	1
@MicrosoftIndia Watched the TechToyz wp7 review. They absolutely loved it!	
Chuck Norris can download iphone apps through the android market on his windows phone using microsoft word.	
I do not believe #android will be crushed by #iOS or #WP7.  I think it will be injured by #Oracle, #Apple & #Microsoft patents.	
They're really going to call it "Windows Phone 7.5"? Jesus ... Microsoft really doesn't get branding. They just don't get it. #wp7	
RT @SamsungMobileUS: @Daylater Microsoft is committed to delivering regular updates for Windows Phone 7. 1st updates happening 1st half  ...	
Sorry Microsoft but the new Windows Phone 7 UX is just but ugly... Going for android instead.	
@almostkanye the one advantage Microsoft has is that the look of windows phone is the new look of all their products so there integration	
RT @SamFirmware: I see Nokia Lumia Commercials everywhere! Who is paying this Microsoft or Nokia? Promote #WindowsPhone	
@Infinitecodex Brilliant concept for #wp7 tiles to become cubes. Live Cubes Windows Phone 7 Concept #windowsphone @microsoft @windowsphone	
RT @inafried: Windows Phone 7 aims to bury its past (and the iPhone) -- Microsoft stages a mock funeral as part of its ship party http://bit	
Somewhere right now Siri is having a chuckle at Windows Phone #Microsoftkeynote #CES2012	
@winphonesuppotHello Microsoft, I have had ur windows phone( lg quantum ) since February and I haven't received the mango update?	
RT @ScottWesterfeld: Wait. The new Windows phone is called "Windows Phone"? The usual deft touch of Microsoft marketing. #twittertweet	
And microsoft office suite on Nokia devices. WP7 may get ovi services too. @selop @nokia #nokia #mwc	
RT @mobileStorm: Drama (as reported by Mac) Microsoft Misleadingly Claims Popular iPhone Game Angry Birds Is Coming To Windows Phone 7:  ...	
Why Nokia chosed Microsoft Windows Phone, not Google Android OS?	
1.5 million Windows Phone 7 handsets shipped: a good start: #N#  #N##N##TAB##TAB#        #N#    With two months gone since Microsoft launched Windows...	
Love the way the Microsoft #WP7 weather app describes the light rain this morning as 'sprinkles' :-) #wpdev	
At a Microsoft windows phone 7 event with mattman wpdevXCfIY	
@microsoft CHOSE to #humancentipede #wp7 to @att's anus and @windowsphone fed on sh^t for 1yr+. With #CES2012 MS showed they like eating poo	
RT @giaiphapso: Microsoft's Still Not Talking About Windows Phone 7 Sales Numbers: Windows Phone 7 has been on the market for a ... http ...	
Awesome Microsoft buying Skype, I hope they fully integrate it in to WP7.	1
#Microsoft Reveals #Windows Phone 7 Sales Figures	
@pitermach @blindbargains @Simon818 Microsoft is desperate and scrambling. WP7 will fail. I'm glad no AT vendors are wasting their time.	
How long #Poland gonna see  "The Zune service is not yet available in your region."? #Microsoft #Zune #WP7	
Presenting Windows phone 7 at MSE for #DotNetSpark don't miss it :)#N##N##Microsoft #WindowsPhone7	
Sonic 4 Episode 2 on Windows Phone as well iOS and Android. Nice catch for Microsoft, that.	
Microsoft comemora chegada Windows Phone 7 com enterro do iPhone - (null)	
Rumor has it Microsoft will ship Windows Phone 7 this month. Alas, my heart belongs to Android.	
RT @Good_Technology: Microsoft & @Good_Technology announced partnership, bringing encrypted email support to Windows Phone. via @ZDnet @ ...	
We're using @microsofttag on our promotional materials for our Windows Phone 7 #WP7 app, Timedancer.  Such a great way to offer more info.	
As for my phone, nothing much. If only Steve Jobs could infiltrate Microsoft and leak their Verizon Windows Phones to the world...	
The Metro UI and the ability to pin albums in Zune. Hells yeah! And WP7 app to interact with xbox. Microsoft got there sh*t together!	
Seems like Windows Phone 7 is on the right way after Microsoft and Nokia announced on a partnership.	
RT @AeroEchelon: Maybe Microsoft is betting on the fact that any publicity is good publicity? #smokedbywindowsphone	
Loving the Microsoft-Nokia deal! I'm sure @UzEE is frothing with delight. Once WP7 matures, Nokia smart-phones are gunna be da shit.	
RT @MicrosoftWin: Windows Phone 7's features demo: Microsoft's Ashley Highfield shows Rory Cellan-Jones the mobile operating system'...  ...	
Just lovin' my new Windows Phone 7. I think Microsoft has got a winner with the "hubs" interface idea. Device is HTC Mozart from Orange.	
@celsiusgs @gavinbowman @kuyimobile i'd bet soon enough microsoft will be desperate enough to trade that in for a new wp7 for free	
oh yeah, Microsoft employees all get a brand-new #WP7 phone...congrats, folks!	
Cant stand this crappy, slow, buggy iPhone anymore.  Can I get a hookup on a Windows Phone?  @windowsphone @Microsoft @TMobile @tmobile_usa	
Wait, so after I updated my phone, I get the copypasta feature. What about the new multitasking feature? #windowsphone7 #WP7 #Microsoft	
Microsoft demonstrates that smartphones (#WP7) can "focus on people, not robots!"	
@Microsoft @BillGates @WindowsPhone I just got kicked out of the MS store in San Diego for doing Calculus homework!	
I hate how my Windows Phone is registered in the UK and I have no way to change that. #whymicrosoftwhy #windowsphone #fail	
nokia has alliance with Microsoft .. Eventually nokia will adopt windows phone 7	
=) RT @stroughtonsmith: Google apps for iOS: 10#N#Microsoft apps for iOS: 12#N#Apple apps for Android/WP7: 0#N#Who's winning what again?	
@dieromantic Not sure you can get that on Windows Phone. Microsoft are tight arses and will not let Google near their phones at all.	
Microsoft asked WP7 jailbreak developers to pull it off!	
RT @JennBritton1: 10 minutes in and all hands still on! Who will win the new Nokia lumia 800 from @microsoftcanada ?? #HandsOnWindowsPhone	
Microsoft should fix the AMOLED display dithering with Windows Phone 7. Hope it's patched in the January update.	1
@JohanvanMierlo Be sure to check out the Windows Phone/Surface demo in the Microsoft booth at NRF. @ewcaughey @jamesashley	
and just how much respect microsoft should get for acheving it in Windows Phone and Mango	
@bigrob029 someone's gotta pay for the $1Billion @Microsoft is paying @Nokia for using #wp7, why not 360 owners? #micro$oftgreed	
Orange UK + Microsoft have announced a promo on WP7 devices: a free app every day in July. Any other markets seeing the same? ~@ingridlunden	
RT @philipmatix: . @asymco which means Samsung's Bada sells 40% better than #WP7. Bada units up 160%, Microsoft down 22%.	
+1 RT @michaelfow Ok @tmobileukhelp Its now been nearly 3 months since Microsoft released bug fix for windows phone... So where is it? #wp7	
@Angry_Goose WinMo or WP7? Two very different animals. Thanks #microsoft for that great confusion.	
@joshuatopolsky Hard to feel bad about Lees demotion. Microsoft screwed the pooch when it came to getting WP7.5 phones out before iPhone 4S.	
RT @droidxmike: Microsoft job opening hints at forthcoming backup / restore features for Windows Phone: The current state of per... http ...	
Microsoft should have known not to name their OS after fruit. Someone might sue for IP theft. #mango #wp7	1
Microsoft is pushing the Azure too hard and they have artificially crippled windows phone 7 to make sure developers use Azure.	
RT @g10_baba: Lol 4 real? RT @laykayfals: Microsoft went sick.. Windows Phone Mango.. What a silly name to call an OS.	
Trying out a windows phone with mango. Loving it! And that's coming from an iPhone and nexus s user... #R#@Microsoft is making a come back!	
Microsoft DPE Team going on the road...coming to a location near you ...Tech.Ed Express + WP7 Workshop + Campus Road Show... #icnz	
Microsoft is replacing Andy Lees as head of its Windows Phone division.	
Ballmer: Windows Phones aren't selling very well, but we're not worried: #N##TAB##N#Microsoft's Steve Ballmer was his usual frank self when h...	
Microsoft is about to buy #skype.Are we about to see #video call in #Windows Phone and is it gonna help #microsoft to use skype popularity?	
Nokia X Microsoft Windows Phone 7, I'm looking for a durable but slow mobile phone.	
@Microsoft @BenThePCGuy Using Win 8 right now...this is the future of computing...Ready to toss my droid for a Windows Phone!	
RT @taranfx:Microsoft's 1.5Mill sales for WP7 is f-ing fake, they included the 90k phones they gave to their employees #Fail #wtf@thurrott	
Microsoft finally getting ready for dual core LTE Windows Phones!	
RT @ethank: @ryan for Windows Phone to win, someone has to save Microsoft from themselves. One product can't change institutional problems.	
So excited about this Microsoft / Nokia partnership! #wp7 #wp7dev	
Microsoft basic ass couldn't even think of a name for tht phone. Juss called "windows phone"	
Microsoft-approved Windows Phone 7 unlocker discontinued	
Microsoft Israel promotes Windows Phone apps	
Maybe they feel the heat of Microsoft #WP7? RT @briemens: Wow! What moved Apple to remove its development restrictions?	
If you break your iPhone, you blame yourself. If you break your Windows phone you blame Microsoft. Can MS get there?	
Finished my first Windows Phone app. Now to polish it and develop a second one to be elgible for the Microsoft WP contest. Ideas? #Microsoft	
@rcraigfowler @joshgrenon - Kudos to Microsoft for getting it right with WP7 - multiple vendors, but strict hardware and UI specs.	
AT&T asks for Windows Phone 7 tablets, Microsoft says no.	
@Microsoftbe i ordered a HTC  7 Trophy but they delayed the order, what's happening in Belgium with Windows Phone 7 devices ?	
I'll admit, I don't get the hate on Nokia's stock.  It is a bet on Windows Phone... if I were Microsoft I'd buy them if it keeps dropping	1
Come on Microsoft... Sort out this vanishing keyboard shit and add a calibration tool! #Wp7	1
@luiscberrocal could WinPhone7 with < 3% mobile market share popularize this Microsoft tags?	
Agree with much in #Microsoft Amplify movie at #ixd12 but it feels like they are trying to post-rationalise #wp7 etc	
RT @smashpop: So nice of Microsoft to include QR Code reader into the #windowsphone Bing Vision out of the box. Super convenient.	
@MicrosoftHelps there's a lot of people with the same issue, two updates have been skipped 7740 and 8170. Ppl on @ATT WP7 forums are upset	
Microsoft plans 500 new features for WP7--but do we really want them?  I prefer 500 ice cream flavors.	
Hey @BenThePCGuy loved watching the smoked vids.  One question though, when is Canada going to get some new WP7 love? @microsoftcanada	
@thestuddying I can. I'm a huge Microsoft/WP7 guy. I can't wait for W8, but I'm loving #ICS. I may get the Galaxy Nexus. Maybe.	
Ngetweet Nokia WP7, Manager Microsoft Dipecat	
#Nokia Music is the killer app for #WindowsPhone. Thank you #Microsoft for the easy and free .xap deployment.	
Just succed installing NoDo #wp7 March 2011 update - NO errors or issues - Congratulations #microsoft !	
Think #bldwin video will be someone from Microsoft leaving their Windows Phone in a bar - then using the Find my Phone to find it in the bar	
RT @ramizq1: Students of FAST, Karachi take 1st position in the 1st round of the Microsoft ME and Africa Windows Phone 7 Challenge http: ...	
RT @vapigilt - Willamette Geek: Microsoft Windows Phone Unveiling on Oct. 11th, AT&T exclusive for now.: Source: blogs.wweek.com ... h...	
Windows Phone 7 debuts today. #Microsoft #mobile #competition #ios4 #android.	
Never thought I'd say this, but Microsoft did a great job with Windows Phone 7, much nicer experience than most Android devices IMHO	
RT @SteveAndrews: Oh, the irony of having zero signal on my Windows Phone on Microsoft's campus.	
GET BACK TO THE LIFE PART OF LIFE.. My goodness Microsoft! Maybe WP7 would sell more if your ads weren't out-of-this-world brain teasers?	1
Now that Microsoft has released Windows Phone 7, Windows Mobile will disappear. from Smartphone Browser Landscape by PPK. Just noticed.	
odd thought:  google makes more ad money off iOS than android, and microsoft makes more off android than windows phone...	
Skype, Y U NOO on windows phone 7!? I mean, Microsoft did buy you...	
@Brightstar "@Microsoft and @nokia are doing all the right things to compete. I like their chances." - @rtweddle #MWC12 #WP7	
Windows Phone 7 is the most fluid, fast and well designed OS I have ever used, and that's including iOS. Don't screw this up, Microsoft.	
@reneritchie How desperate Microsoft is on the eve of their Windows Phone 7 launch to pull off that Angry Birds story. And fishing for devs.	
Windows Phone Challenge is a scam! I beat the guy in the "weather challenge." No need to be a sore loser Microsoft! #windowsphone	
Microsoft pulls Windows Phone 7 update from Samsung phones until it can resolve issues and related posts: EngadgetSuch a big load o...	
Why would Microsoft launch the awesome new Windows phone 7 on ATT !	
Woops, guess not - they're blocking Windows Live services because the WP7 phones aren't Genuine. Damn it Microsoft!	
@VHAho Yep. And leak was INTENTIONAL done by Nokia marketing dept. It's so stupid to do so day after N9 launch #fail #wp7 #nokia #microsoft	
While I doubt its at the calibur of an iPhone, the Windows Phone just seems... better. Srsly. For a Microsoft person, just seems more useful	
Windows Phone 7 doesn't expose any kind of gestures in Javascript? No custom swiping and pinching in web apps? Really? Really #Microsoft?	
@WindowsPhone @nkumar_ @Microsoft Yes!	
@MicrosoftStore @WindowsPhone How about a SiriusXM app?	1
#WindowsPhone I've spent over $12k on Microsoft products, and all I get us crappy customer service	
@WindowsPhone #ILoveWindowsPhone  I love Microsoft's products but I can't afford a windows phone..	
@DaEagle07 the new look metro its gonna be on all of microsoft products it was on zune hd the windows phones and now xbox next on win 8	
Microsoft Windows Phone 7 will not have Cut-Copy-Paste and Tethering support. Y d hell they think its unnecessary?	
#wp7 @Nokia and @Microsoft	
RT @albertart: Wait so, Nokia is going all out with Windows Phone 7? N-GAGE revival with Microsoft powers?! N-GAGE XBL = X-GAGE!	
RT @djvlad: regardless of how Microsoft feels about Android, nobody uses windows phones.  Nobody.	
If Microsoft truly grokked the web, WP7 would be free and open source. It would be a loss leader to MS Services and online brands.	
Microsoft thinks Windows Phone will overtake iPhone in China	
Nothing to do with mobiles in my job anymore, but not going to miss the chance to hear a preso from Microsoft on Windows Phone 7.	
I sure hope nokia gets this microsoft windows phone 7 thing right or else it very well  could be the death of nokia!	
@Ultimo119 Hey, what do you think about the Nokia Microsoft alliance? #WindowsPhone #WP7 #NokMsft	
omg. seriously? Microsoft Windows Phone Product placement on #Bones too?!?!	
Was contacted by #microsoft. They will give me a free #nokia phone if they get 4 copies of my #WP7 inspired party invitation. Sweeeet :-)	
AppHub 12 month Membership code, usally worth £75 / $99, selling for £60 (PAYPAL ONLY) #Microsoft #Xbox #WP7 #Developer #ForSale INSTANTLY!	
Microsoft's decision to build Windows Phone 7 from the ground up as a touch screen OS was the best decision they've made in years.	
BBC: #Microsoft is investigating why some handsets running its #Windows Phone 7 #software are sending and receiving #phantom #data. #tech	
RT @Microsoft @benthepcguy I want a Windows Phone Ben! -Nick	
RT @imhassan: Well @Google is beta testing Chrome OS by giving free laptops. @Microsoft is beta testing #WP7 by selling devices labelled ...	
RT @nickmaher: I wonder what "massive improvements for developers" are coming in WP7.5. How about support for native code, Microsoft?	1
AAARGGG!!! This stupid web installer want to download VS 2010 Express? I already have professional installed @Microsoft #WindowsPhone7	
Chuffing Microsoft waited until I finished my 9 hour shift to release its Xbox Companion WP7 app. Typical.	
Everytime I see a Microsoft employee saying "Windows 7 Phone" instead of "Windows Phone 7" I die a little inside... #wp7	
Nokia and Microsoft create AppCampus to teach devs how to make more Metro apps:  Windows Phone may be picking up the pace in the hard...	
So we have final software & new #wp7 hardware, where is the marketing @windowsphone @microsoft? These devices won't sell themselves, u know.	
@JoannaStern: Microskype does have a certain ring to it! Microsoft close to buying Skype for $7 billion - Does this mean SkypeTime for WP7? Seattle is home to Microsoft and Starbucks yet a Starbucks app on WP7 is yet to be seen. #annoyed @MicrosoftStore	
RT @NYINNOVATES: Nokia Turns To Windows Phone 7. Poof! Symbian Is History: Microsoft and Nokia have announced a partnership that ... htt ...	
Live Q&A sobre alianza Nokia-Microsoft: "#WindowsPhone7 is our primary smartPhone platform" #in	
Microsoft gets a new head of Windows Phone marketing and advertising	
